,OBJECTID,VENUEID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_DATE,NAME2,geometry
451,458,965.0,DAHLBERG ARENA,32 CAMPUS DRIVE,MISSOULA,MT,59801,NOT AVAILABLE,SINGLE USE,OPEN,7321.0,MISSOULA,30063,USA,46.863860627000065,-113.98325739199998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://gogriz.com/facilities/?id=2,2015-01-30,2018-09-14,HARRY ADAMS FIELD HOUSE,POINT (-12688558.171799999 5919880.903300002)
452,459,966.0,DEE EVENTS CENTER,4444 HARRISON BOULEVARD,OGDEN,UT,84408,NOT AVAILABLE,SINGLE USE,OPEN,11592.0,WEBER,49057,USA,41.18239390200006,-111.94497295999997,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://static.weberstatesports.com/custompages/facilities/dee-events-center.html,2015-01-30,2018-09-14,NOT AVAILABLE,POINT (-12461657.3868 5039282.061099999)
453,460,967.0,HORNETS NEST,MORAGA WAY AND STATE UNIVERSITY DRIVE,SACRAMENTO,CA,95819,NOT AVAILABLE,SINGLE USE,OPEN,1012.0,SACRAMENTO,06067,USA,38.561862416000054,-121.42689498899995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.hornetsports.com/information/facilities/The_Nest,2015-01-30,2018-09-14,COLBERG COURT,POINT (-13517180.1188 4659105.0326000005)
454,461,968.0,WALKUP SKYDOME,EAST MCCONNELL DRIVE AND SAN FRANCISCO STREET,FLAGSTAFF,AZ,86001,NOT AVAILABLE,SINGLE USE,OPEN,10000.0,COCONINO,04005,USA,35.180511756000044,-111.65295318399995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://nauathletics.com/sports/2017/5/30/information-facilities-skydome.aspx,2015-01-30,2018-09-14,J. LAWRENCE WALKUP SKYDOME,POINT (-12429149.894000001 4188439.1089999974)
455,462,969.0,CAMERON HALL,302 CAMERON HALL,LEXINGTON,VA,24450,NOT AVAILABLE,SINGLE USE,OPEN,5800.0,LEXINGTON,51678,USA,37.788515156000074,-79.43653466099994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.vmikeydets.com/ViewArticle.dbml?DB_OEM_ID=9800&ATCLID=204808792,2015-01-30,2018-09-14,NOT AVAILABLE,POINT (-8842834.5888 4549593.0249999985)
456,463,970.0,CSU FIELDHOUSE,UNIVERSITY BOULEVARD,CHARLESTON,SC,29401,NOT AVAILABLE,SINGLE USE,OPEN,881.0,CHARLESTON,45019,USA,32.98083189700003,-80.06712237899995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.csusports.com/information/buc_dome,2015-01-30,2018-09-14,THE BUC DOME,POINT (-8913031.2925 3892759.994599998)
457,464,971.0,KIMBEL ARENA,132 CHANTICLEER DR E,CONWAY,SC,29528,NOT AVAILABLE,OTHER,OPEN,1039.0,HORRY,45051,USA,33.79383125900006,-79.01329262699994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://goccusports.com/sports/2018/6/4/_facilities_kimbel_arena_html.aspx,2015-01-30,2019-01-06,NOT AVAILABLE,POINT (-8795719.5011 4001152.082800001)
458,465,972.0,CARVER-HAWKEYE ARENA,1 ELLIOTT DRIVE,IOWA CITY,IA,52242,NOT AVAILABLE,SINGLE USE,OPEN,15500.0,JOHNSON,56019,USA,41.663758968000025,-91.55457998899999,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://hawkeyesports.com/sports/2016/6/13/facilities-iowa-carver-hawkeye-html.aspx,2015-01-30,2018-09-14,NOT AVAILABLE,POINT (-10191809.2242 5110744.485200003)
459,466,973.0,CRISLER CENTER,333 EAST STADIUM BOULEVARD,ANN ARBOR,MI,48109,NOT AVAILABLE,SINGLE USE,OPEN,12707.0,WASHTENAW,26161,USA,42.265005503000054,-83.74654893199994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://mgoblue.com/sports/2017/6/16/facilities-crisler-center-html.aspx,2015-01-30,2018-09-20,NOT AVAILABLE,POINT (-9322623.1828 5200759.015100002)
460,467,974.0,MACKEY ARENA,"1000 JOHN R. WOODEN DR,WEST",WEST LAFAYETTE,IN,47907,NOT AVAILABLE,SINGLE USE,OPEN,14222.0,TIPPECANOE,18157,USA,40.43332993200005,-86.91613570399994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://purduesports.com/facilities/?id=2,2015-01-30,2018-09-20,GUY MACKEY ARENA,POINT (-9675459.9683 4929113.868000001)
461,468,975.0,JACK BRESLIN STUDENT EVENT CENTER,534 BIRCH ROAD,EAST LANSING,MI,48823,NOT AVAILABLE,SINGLE USE,OPEN,15085.0,INGHAM,26065,USA,42.72819635700006,-84.49244222999994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://breslincenter.com/,2015-01-30,2018-09-20,NOT AVAILABLE,POINT (-9405655.6449 5270691.645400003)
462,469,976.0,BRYCE JORDAN CENTER,127 BYCE JORDAN CENTER,STATE COLLEGE,PA,16802,NOT AVAILABLE,SINGLE USE,OPEN,15261.0,CENTRE,42027,USA,40.80866105700005,-77.85559316699994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://bjc.psu.edu/,2015-01-30,2018-09-20,JORDAN CENTER,POINT (-8666844.9868 4984160.046599999)
463,470,977.0,KOHL CENTER,601 WEST DAYTON STREET,MADISON,WI,53715,NOT AVAILABLE,SINGLE USE,OPEN,17287.0,DANE,55025,USA,43.06939353900003,-89.39677318999998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://uwbadgers.com/sports/2015/08/21/GEN_2014010135.aspx,2015-01-30,2018-09-20,NOT AVAILABLE,POINT (-9951603.2701 5322540.222900003)
464,471,978.0,BREN EVENTS CENTER,100 BREN EVENT CENTER DRIVE,IRVINE,CA,92612,NOT AVAILABLE,SINGLE USE,OPEN,4984.0,ORANGE,48361,USA,33.64934173800003,-117.84707754599998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://ucirvinesports.com/index.aspx?path=bren_center,2015-01-30,2018-09-20,NOT AVAILABLE,POINT (-13118676.6639 3981813.8149999976)
465,472,979.0,BOB CARPENTER SPORTS/CONVOCATION CENTER,210 S COLLEGE AVE,NEWARK,DE,19702,NOT AVAILABLE,SINGLE USE,OPEN,5000.0,NEW CASTLE,10003,USA,39.660420016000046,-75.74867998799994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://bluehens.com/news/2013/8/31/209247928.aspx,2015-01-30,2018-09-20,NOT AVAILABLE,POINT (-8432304.4845 4816717.454300001)
466,473,980.0,CONVOCATION CENTER (VIRGINIA),895 UNIVERSITY BLVD,HARRISONBURG,VA,22807,NOT AVAILABLE,SINGLE USE,OPEN,6426.0,HARRISONBURG,51660,USA,38.43186142900004,-78.86886448799999,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://jmusports.com/facilities/?id=5,2015-01-30,2018-09-20,NOT AVAILABLE,POINT (-8779641.8342 4640614.271700002)
467,474,981.0,GSU SPORTS ARENA,125 DECATUR STREET SE,ATLANTA,GA,30303,NOT AVAILABLE,SINGLE USE,OPEN,3455.0,FULTON,17057,USA,33.75160572200008,-84.38626258399995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.georgiastatesports.com/ViewArticle.dbml?ATCLID=205155090,2015-01-30,2018-09-20,NOT AVAILABLE,POINT (-9393835.7808 3995497.3101999983)
468,475,982.0,DAVID S. MACK SPORTS AND EXHIBITION COMPLEX,245 HOFSTRA UNIVERSITY,HEMPSTEAD,NY,11549,NOT AVAILABLE,SINGLE USE,OPEN,5023.0,NASSAU,12089,USA,40.71966541900008,-73.59685303999998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://gohofstra.com/sports/2014/8/22/GEN_0822145306.aspx?id=72,2015-01-30,2018-09-20,MACK SPORTS COMPLEX,POINT (-8192764.204399999 4971079.898199998)
469,476,983.0,DASKALAKIS ATHLETIC CENTER,33RD STREET AND MARKET STREET,PHILADELPHIA,PA,19104,NOT AVAILABLE,SINGLE USE,OPEN,2532.0,PHILADELPHIA,42101,USA,39.956350831000066,-75.19062992599999,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://drexel.edu/recathletics/facilities/dac/,2015-01-30,2018-09-20,JOHN A. DASKALAKIS ATHLETIC CENTER,POINT (-8370182.6358 4859601.327100001)
470,477,984.0,KAPLAN ARENA,751 UKROP WAY,WILLIAMSBURG,VA,23185,NOT AVAILABLE,SINGLE USE,OPEN,8600.0,WILLIAMSBURG,51830,USA,37.27350815500006,-76.71963809499994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://tribeathletics.com/facilities/?id=3,2015-01-30,2018-09-20,WILLIAM AND MARY HALL,POINT (-8540391.0466 4477299.175700001)
471,478,985.0,REED GREEN COLISEUM,112 COLISEUM DRIVE,HATTIESBURG,MS,39401,NOT AVAILABLE,SINGLE USE,OPEN,8095.0,FORREST,28035,USA,31.33104048000007,-89.33791578899996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://southernmiss.com/sports/2018/6/21/_facilities_reed_green_coliseum_html.aspx?id=1217,2015-01-30,2018-09-20,BERNARD REED GREEN COLISEUM,POINT (-9945051.2942 3675816.090499997)
472,479,986.0,CAM HENDERSON CENTER,19TH STREET AND 3RD AVENUE,HUNTINGTON,WV,25703,NOT AVAILABLE,SINGLE USE,OPEN,9048.0,CABELL,54011,USA,38.42443571600006,-82.42508461199998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://herdzone.com/sports/2018/6/11/facilities-henderson-center-html.aspx,2015-01-30,2018-09-20,NOT AVAILABLE,POINT (-9175518.4476 4639559.077600002)
473,480,987.0,DON HASKINS CENTER,500 WEST UNIVERSITY AVENUE,EL PASO,TX,79902,NOT AVAILABLE,SINGLE USE,OPEN,12000.0,EL PASO,48141,USA,31.777580553000064,-106.50569932099995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.utepspecialevents.com/venues/don_haskins_center,2015-01-30,2018-09-20,NOT AVAILABLE,POINT (-11856160.215 3734149.8988000005)
474,481,381.0,FEDEX FORUM,191 BEALE STREET,MEMPHIS,TN,38103,NOT AVAILABLE,MULTIUSE,OPEN,18400.0,SHELBY,19165,USA,35.13822084800006,-90.05038492699998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://fedexforum.com/homepage.aspx,2015-01-30,2018-09-20,NOT AVAILABLE,POINT (-10024362.9958 4182680.7058999985)
475,482,989.0,DEVLIN FIELDHOUSE,MCALISTER AT FRERET STREET,NEW ORLEANS,LA,70118,NOT AVAILABLE,SINGLE USE,OPEN,4100.0,ORLEANS,22071,USA,29.93910924800008,-90.12068251699998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://tulanegreenwave.com/facilities/?id=11,2015-01-30,2018-09-20,AVRON B. FOGELMAN ARENA,POINT (-10032188.4877 3495725.3038000017)
476,483,990.0,BARTOW ARENA,617 13TH STREET SOUTH,BIRMINGHAM,AL,35233,NOT AVAILABLE,SINGLE USE,OPEN,8500.0,JEFFERSON,22051,USA,33.50218882400003,-86.80932506099998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://uabsports.com/sports/2017/6/10/facilities-bartow-arena-html.aspx,2015-01-30,2018-09-20,GENE BARTOW ARENA,POINT (-9663569.8619 3962152.4179000035)
477,484,991.0,FERTITTA CENTER,3875 HOLMAN STREET,HOUSTON,TX,77004,NOT AVAILABLE,SINGLE USE,OPEN,8479.0,HARRIS,48201,USA,29.724692341000036,-95.34702493999998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://uhcougarpride.com/fertittacenter/index.html,2015-01-30,2018-09-20,GUY V. LEWIS COURT,POINT (-10613982.265 3468210.4712999985)
478,485,992.0,BEEGHLY PHYSICAL EDUCATION CENTER,224 W SPRING ST,YOUNGSTOWN,OH,44502,NOT AVAILABLE,SINGLE USE,OPEN,6300.0,MAHONING,39099,USA,41.108243026000025,-80.64883738899994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.ysusports.com/information/facilities/beeghly_center,2015-01-30,2018-09-20,BEEGHLY CENTER,POINT (-8977787.5112 5028320.6193)
479,486,993.0,CALIHAN HALL,4001 W. MCNICHOLS RD,DETROIT,MI,48221,NOT AVAILABLE,SINGLE USE,OPEN,8837.0,WAYNE,49055,USA,42.41435788600006,-83.13597752999993,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://detroittitans.com/sports/2008/11/11/GEN_1111084603.aspx,2015-01-30,2018-09-20,NOT AVAILABLE,POINT (-9254654.6852 5223251.757799998)
480,487,994.0,NUTTER CENTER,3640 COLONEL GLENN HIGHWAY,DAYTON,OH,45324,NOT AVAILABLE,SINGLE USE,OPEN,11200.0,GREEN,55045,USA,39.78218001700003,-84.05241997899998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.nuttercenter.com/,2015-01-30,2018-09-20,ERWIN J. NUTTER CENTER,POINT (-9356672.592 4834339.576399997)
481,488,995.0,HINKLE FIELDHOUSE,510 WEST 49TH STREET,INDIANAPOLIS,IN,46208,NOT AVAILABLE,SINGLE USE,OPEN,9100.0,MARION,41047,USA,39.843641786000035,-86.16721494999996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://butlersports.com/facilities/?id=1,2015-01-30,2018-09-20,NOT AVAILABLE,POINT (-9592090.4913 4843246.676899999)
482,489,996.0,JOSEPH J. GENTILE CENTER,6511 NORTH WINTHROP ROAD,CHICAGO,IL,60626,NOT AVAILABLE,SINGLE USE,OPEN,5200.0,COOK,27031,USA,42.00059002000006,-87.65906000399997,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://loyolaramblers.com/sports/2017/5/25/facilities-loyc-gentile-html.aspx,2015-01-30,2018-09-20,NOT AVAILABLE,POINT (-9758161.9231 5161067.8266)
483,490,997.0,SCHEELS CENTER,1600 UNIVERSITY DRIVE N,FARGO,ND,58102,NOT AVAILABLE,SINGLE USE,OPEN,5830.0,CASS,27021,USA,46.90039000000007,-96.79877001999995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://gobison.com/facilities/?id=37,2015-01-30,2018-09-20,NOT AVAILABLE,POINT (-10775589.788 5925830.314199999)
484,491,998.0,FROST ARENA,16TH AVENUE AND 11TH STREET,BROOKINGS,SD,57006,NOT AVAILABLE,SINGLE USE,OPEN,6500.0,BROOKINGS,46011,USA,44.31797407600004,-96.77929999899999,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://gojacks.com/facilities/?id=6,2015-01-30,2018-09-20,NOT AVAILABLE,POINT (-10773422.3952 5514781.988799997)
485,492,999.0,WILLET HALL,REDFORD STREET AND SPRUCE STREET,FARMVILLE,VA,23901,NOT AVAILABLE,SINGLE USE,OPEN,1807.0,PRINCE EDWARD,51147,USA,37.29741002600008,-78.39577001499998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://longwoodlancers.com/sports/2006/9/8/willetthall.aspx?id=462,2015-01-30,2018-09-20,"HENRY I. WILLET, JR. HALL",POINT (-8726977.1984 4480643.385200001)
486,493,1000.0,JONES CONVOCATION CENTER,9501 SOUTH KING DR,CHICAGO,IL,60628,NOT AVAILABLE,SINGLE USE,OPEN,7000.0,COOK,27031,USA,41.71654299700003,-87.60842053099998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.gocsucougars.com/sports/2013/6/18/GEN_0618130504.aspx?id=74,2015-01-30,2018-09-20,EMIL & PATRICIA JONES CONVOCATION CENTER,POINT (-9752524.7627 5118613.078299999)
487,494,1001.0,JADWIN GYMNASIUM,FITZRANDOLPH RD AND FACULTY RD,PRINCETON,NJ,08544,NOT AVAILABLE,SINGLE USE,OPEN,6854.0,MERCER,38057,USA,40.34339573500006,-74.64857033799996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://goprincetontigers.com/news/2006/6/18/295178.aspx,2015-01-30,2018-09-20,L. STOCKWELL JADWIN GYMNASIUM,POINT (-8309840.838500001 4915969.812899999)
488,495,1002.0,LAVIETES PAVILION,NORTH HARVARD STREET AND SOLDIER FIELDS ROAD,CAMBRIDGE,MA,02134,NOT AVAILABLE,SINGLE USE,OPEN,1636.0,SUFFOLK,25025,USA,42.36815569000004,-71.12529414699998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.gocrimson.com/sports/mbkb/facilities/lavieties,2015-01-30,2018-09-20,BRIGGS CENTER,POINT (-7917631.527000001 5216287.9124)
489,496,1003.0,LEEDE ARENA,SOUTH PARK STREET AND EAST WHEELOCK STREET,HANOVER,NH,03755,NOT AVAILABLE,SINGLE USE,OPEN,2100.0,GRAFTON,33009,USA,43.702978597000026,-72.28283187599999,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://dartmouthsports.com/news/2006/8/31/588764.aspx,2015-01-30,2018-09-20,JOHN W. BERRY SPORTS CENTER,POINT (-8046488.0375 5419591.902800001)
490,497,1004.0,DRADDY GYMNASIUM,W 244TH ST,RIVERDALE,NY,10471,NOT AVAILABLE,SINGLE USE,OPEN,2345.0,BRONX,36005,USA,40.89073181500004,-73.90026959399995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://gojaspers.com/facilities/?id=1,2015-01-30,2018-09-20,NOT AVAILABLE,POINT (-8226540.3807 4996237.966499999)
491,498,1005.0,REITZ ARENA,4501 N CHARLES STREET,BALTIMORE,MD,21212,NOT AVAILABLE,SINGLE USE,OPEN,2100.0,BALTIMORE (CITY),24510,USA,39.346905381000056,-76.61857484899997,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://loyolagreyhounds.com/facilities/?id=1,2015-01-30,2018-09-20,"EMIL G. ""LEFTY"" REITZ ARENA",POINT (-8529140.7375 4771485.3138)
492,499,1006.0,DUNN CENTER,ROBB AVENUE AND MARION STREET,CLARKSVILLE,TN,37040,NOT AVAILABLE,SINGLE USE,OPEN,7257.0,MONTGOMERY,20125,USA,36.53628187000004,-87.35665896499995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://letsgopeay.com/facilities/?id=1,2015-01-30,2018-09-20,DAVE AARON ARENA,POINT (-9724498.7934 4374666.0647)
493,500,1007.0,ELLIS JOHNSON ARENA,ELLIS T. JOHNSON ARENA,MOREHEAD,KY,40351,NOT AVAILABLE,SINGLE USE,OPEN,6500.0,ROWAN,37159,USA,38.190354684000056,-83.42567738999998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://msueagles.com/sports/2012/7/18/GEN_0718120214.aspx?id=73,2015-01-30,2018-09-20,ELLIS T. JOHNSON ARENA,POINT (-9286903.9261 4606351.555500001)
494,501,1008.0,PETE HANNA CENTER,800 LAKESHORE DRIVE,BIRMINGHAM,AL,35229,NOT AVAILABLE,SINGLE USE,OPEN,5000.0,JEFFERSON,22051,USA,33.463817463000055,-86.79720453799996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://samfordsports.com/sports/2012/6/28/GEN_0628121228.aspx?id=19,2015-01-30,2018-09-20,THOMAS E. AND MARLA H. CORTS ARENA,POINT (-9662220.6114 3957031.0427)
495,502,1009.0,GENTRY CENTER,3500 JOHN A. MERRITT BOULEVARD,NASHVILLE,TN,37209,NOT AVAILABLE,SINGLE USE,OPEN,10500.0,DAVIDSON,47037,USA,36.16905163500007,-86.82951954099997,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.tnstate.edu/events/gentry.aspx,2015-01-30,2018-09-20,GENTRY COMPLEX,POINT (-9665817.9011 4323907.618100002)
496,503,1010.0,HOOPER EBLEN CENTER,WEST 12TH STREET AND NORTH WILLOW AVENUE,COOKSVILLE,TN,38501,NOT AVAILABLE,SINGLE USE,OPEN,10152.0,PUTNAM,29171,USA,36.17839452900006,-85.50997140799996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.ttusports.com/inside_athletics/facilities,2015-01-30,2018-09-20,EBLEN CENTER,POINT (-9518926.4749 4325196.030000001)
497,504,1011.0,LANTZ ARENA,GRANT AVENUE AND FOURTH STREET,CHARLESTON,IL,61920,NOT AVAILABLE,SINGLE USE,OPEN,5400.0,COLES,17029,USA,39.480376783000054,-88.17887510099996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://eiupanthers.com/sports/2007/6/25/Lantz%20Arena%20Complex.aspx?id=23,2015-01-30,2018-09-20,NOT AVAILABLE,POINT (-9816027.475 4790716.887999997)
498,505,1012.0,EDWIN W. PAULEY PAVILION,555 WESTWOOD PLAZA,LOS ANGELES,CA,90095,NOT AVAILABLE,SINGLE USE,OPEN,13800.0,LOS ANGELES,06037,USA,34.07036121400006,-118.44679992699997,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://uclabruins.com/facilities/?id=11,2015-01-30,2018-09-20,PAULEY PAVILION,POINT (-13185437.454 4038253.7355000004)
499,506,1013.0,BEASLEY COLISEUM,1775 NE STADIUM WAY,PULLMAN,WA,99163,NOT AVAILABLE,SINGLE USE,OPEN,12058.0,WHITMAN,53075,USA,46.735238535000065,-117.15807588199999,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://wsucougars.com/sports/2013/4/18/208264716.aspx,2015-01-30,2018-09-24,FRIEL COURT AT BEASLEY PRFMNG ARTS COLSM,POINT (-13041977.3495 5898964.832500003)
500,507,1014.0,GALEN CENTER,3400 S FIGUEROSA ST,LOS ANGELES,CA,90089,NOT AVAILABLE,SINGLE USE,OPEN,10258.0,LOS ANGELES,06037,USA,34.02100001000008,-118.27966001299995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.galencenter.org/,2015-01-30,2018-09-24,NOT AVAILABLE,POINT (-13166831.5238 4031622.1630999967)
501,508,1015.0,GILL COLISEUM,660 SOUTHWEST 26TH STREET,CORVALLIS,OR,97331,NOT AVAILABLE,SINGLE USE,OPEN,9604.0,BENTON,53005,USA,44.56126203800005,-123.28063495899994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://osubeavers.com/sports/2012/7/16/208342866.aspx,2015-01-30,2018-09-24,NOT AVAILABLE,POINT (-13723537.508299999 5552713.612800002)
502,509,1016.0,COTTERELL COURT,13 OAK DRIVE,HAMILTON,NY,13346,NOT AVAILABLE,SINGLE USE,OPEN,1750.0,MADISON,30057,USA,42.81493800100003,-75.54270202199996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://gocolgateraiders.com/sports/2005/12/13/Cotterell.aspx,2015-01-30,2018-09-24,REID ATHLETIC CENTER,POINT (-8409375.1222 5283845.810900003)
503,510,1017.0,HART CENTER,1 COLLEGE STREET,WORCESTER,MA,01610,NOT AVAILABLE,SINGLE USE,OPEN,3536.0,WORCESTER,25027,USA,42.23512396800004,-71.80608739199994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.goholycross.com/ViewArticle.dbml?&DB_OEM_ID=33100&ATCLID=210235730,2015-01-30,2018-09-24,HART RECREATION CENTER,POINT (-7993417.0843 5196265.203500003)
504,511,1018.0,COLEMAN COLISEUM,323 PAUL W BRYANT DRIVE,TUSCALOOSA,AL,35487,NOT AVAILABLE,SINGLE USE,OPEN,15383.0,TUSCALOOSA,01125,USA,33.20287992400006,-87.53973741099998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://rolltide.com/sports/2016/6/10/facilities-coleman-coliseum-html.aspx,2015-01-30,2018-09-24,NOT AVAILABLE,POINT (-9744878.9928 3922263.945600003)
505,512,1019.0,COLONIAL LIFE ARENA,801 LINCOLN STREET,COLUMBIA,SC,29201,NOT AVAILABLE,SINGLE USE,OPEN,18000.0,RICHLAND,30083,USA,33.99479853400004,-81.03735867899996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.coloniallifearena.com/,2015-01-30,2018-09-24,COLONIAL LIFE ARENA,POINT (-9021037.5034 4028103.617700003)
506,513,1020.0,HUMPHREY COLISEUM,55 COLISEUM BOULEVARD,STARKSVILLE,MS,39762,NOT AVAILABLE,SINGLE USE,OPEN,10575.0,OKTIBBEHA,28105,USA,33.461743872000056,-88.79406000499995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.humphreycoliseum.msstate.edu/,2015-01-30,2018-09-24,NOT AVAILABLE,POINT (-9884509.5452 3956754.347900003)
507,514,1021.0,BELK ARENA,200 BAKER DRIVE,DAVIDSON,NC,28036,NOT AVAILABLE,SINGLE USE,OPEN,5700.0,MECKLENBURG,37119,USA,35.49925924000007,-80.84042395099993,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://davidsonwildcats.com/sports/2007/8/24/FacilArena.aspx,2015-01-30,2018-09-24,JOHN M. BELK ARENA,POINT (-8999114.8297 4231937.173799999)
